CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
CUST-2591,31.0,Male,Enterprise,129.58,44,3,Bank Transfer,6.0,24.8,No
CUST-3005,73.0,Female,Enterprise,179.82,64,1,Mailed Check,6.0,14.8,No
CUST-2792,66.0,Male,Enterprise,126.36,61,0,Electronic Check,9.0,35.8,No
CUST-2267,32.0,Male,Basic,63.19,27,1,Bank Transfer,8.0,29.2,Yes
CUST-2780,47.0,Male,Premium,127.4,33,2,Bank Transfer,8.0,18.2,No
CUST-4496,36.0,Male,Enterprise,172.74,50,0,Credit Card,9.0,21.8,No
CUST-1909,50.0,Female,Basic,46.13,66,2,Electronic Check,2.0,30.6,Yes
CUST-2841,48.0,Female,Basic,76.33,69,0,Electronic Check,10.0,15.4,No
CUST-1087,61.0,Male,Basic,47.89,10,6,Electronic Check,2.0,36.7,Yes
CUST-4358,39.0,Female,Premium,113.66,33,6,Credit Card,3.0,25.5,Yes
CUST-3177,72.0,Female,Basic,50.19,14,3,Credit Card,6.0,34.1,Yes
CUST-4157,38.0,Male,Basic,53.72,30,1,Bank Transfer,8.0,24.8,No
CUST-1971,71.0,Female,Basic,39.72,16,3,Electronic Check,1.0,35.6,Yes
CUST-1014,41.0,Female,Premium,90.45,41,4,Credit Card,1.0,16.0,Yes
CUST-1874,67.0,Female,Basic,,12,6,Electronic Check,4.0,24.4,Yes
CUST-1809,25.0,Female,Basic,62.91,69,2,Bank Transfer,9.0,34.3,No
CUST-4269,49.0,Female,Basic,37.89,41,1,Mailed Check,7.0,7.0,No
CUST-1515,22.0,Female,Basic,30.3,12,3,Bank Transfer,7.0,20.6,No
CUST-3833,52.0,Male,Basic,38.78,18,2,Bank Transfer,6.0,22.7,No
CUST-1410,52.0,Female,Enterprise,162.41,13,2,Credit Card,5.0,10.0,Yes
CUST-2916,20.0,Female,Premium,82.96,61,5,Electronic Check,2.0,23.2,Yes
CUST-2338,24.0,Male,Basic,60.55,41,0,Credit Card,6.0,31.3,No
CUST-2414,42.0,Female,Premium,126.1,11,0,Credit Card,8.0,14.4,No
CUST-3664,42.0,Female,Enterprise,159.7,66,0,Electronic Check,3.0,27.2,No
CUST-4412,51.0,Female,Premium,98.96,71,3,Bank Transfer,7.0,6.1,No
CUST-3662,71.0,Female,Enterprise,173.55,8,1,Credit Card,10.0,29.6,No
CUST-2892,52.0,Female,Basic,63.29,70,5,Mailed Check,1.0,17.7,No
CUST-3923,39.0,Female,Basic,58.9,48,1,Credit Card,5.0,35.6,Yes
CUST-1383,65.0,Female,Premium,114.5,49,3,Electronic Check,7.0,42.4,No
CUST-3131,21.0,Male,Enterprise,148.55,12,0,Bank Transfer,8.0,38.3,No
CUST-3650,36.0,Male,Basic,56.75,66,4,Electronic Check,2.0,27.3,Yes
CUST-2721,,Female,Basic,58.76,17,1,Electronic Check,5.0,13.4,No
CUST-2870,46.0,Male,Basic,57.69,43,0,Bank Transfer,9.0,29.0,No
CUST-3180,28.0,Female,Basic,49.0,19,2,Credit Card,1.0,34.7,Yes
CUST-2714,45.0,Female,Enterprise,152.56,64,4,Bank Transfer,6.0,27.9,No
CUST-3304,50.0,Male,Enterprise,136.46,16,6,Bank Transfer,1.0,30.7,Yes
CUST-3604,35.0,Male,Basic,42.35,60,1,Credit Card,4.0,24.5,No
CUST-2394,60.0,Male,Enterprise,157.58,64,4,Bank Transfer,6.0,20.1,No
CUST-1553,51.0,Male,Premium,96.49,38,2,Bank Transfer,8.0,47.2,No
CUST-4281,20.0,Male,Premium,79.11,24,0,Mailed Check,7.0,46.6,No
CUST-1223,25.0,Female,Premium,100.52,26,4,Credit Card,8.0,28.0,No
CUST-2383,21.0,Male,Enterprise,170.27,34,9,Electronic Check,1.0,33.1,Yes
CUST-2097,25.0,Female,Premium,107.84,23,2,Bank Transfer,6.0,28.8,No
CUST-4056,52.0,Male,Basic,64.56,58,4,Bank Transfer,,33.1,Yes
CUST-1009,75.0,Female,Enterprise,165.23,71,7,Electronic Check,2.0,18.3,Yes
CUST-1635,29.0,Female,Basic,47.08,6,1,Credit Card,10.0,31.3,No
CUST-1317,59.0,Female,Premium,97.42,21,3,Credit Card,2.0,49.7,Yes
CUST-2329,70.0,Male,Basic,41.36,62,0,Bank Transfer,9.0,21.0,No
CUST-1428,48.0,Male,Enterprise,133.1,37,2,Credit Card,7.0,34.1,No
CUST-2879,61.0,Male,Basic,36.63,16,0,Credit Card,7.0,24.7,Yes
CUST-1106,41.0,Female,Basic,45.79,2,4,Bank Transfer,2.0,20.3,Yes
CUST-2939,54.0,Male,Premium,89.61,21,0,Credit Card,9.0,34.7,No
CUST-1143,72.0,Male,Basic,46.95,15,1,Bank Transfer,8.0,24.3,Yes
CUST-1122,41.0,Male,Premium,109.89,57,4,Bank Transfer,3.0,9.6,Yes
CUST-3759,19.0,Male,Premium,106.88,67,10,Electronic Check,3.0,19.0,Yes
CUST-3786,18.0,Female,Premium,70.0,3,4,Bank Transfer,3.0,22.9,Yes
CUST-4376,40.0,Female,Basic,54.76,62,3,Credit Card,7.0,22.8,No
CUST-2190,41.0,Female,Premium,96.84,19,0,Credit Card,9.0,29.7,No
CUST-3329,66.0,Male,Premium,107.81,45,7,Credit Card,4.0,16.9,Yes
CUST-4058,23.0,Female,Basic,46.35,6,4,Bank Transfer,2.0,23.8,Yes
CUST-4180,65.0,Male,Basic,66.44,20,1,Bank Transfer,7.0,22.3,No
CUST-2690,75.0,Male,Enterprise,182.66,22,2,Electronic Check,8.0,27.9,No
CUST-1116,24.0,Male,Premium,111.83,59,7,Credit Card,2.0,40.8,Yes
CUST-2965,74.0,Male,Premium,98.96,44,4,Electronic Check,4.0,35.0,Yes
CUST-2778,61.0,Male,Basic,31.7,34,5,Mailed Check,4.0,18.8,Yes
CUST-3531,23.0,Male,Basic,48.55,57,8,Mailed Check,4.0,17.7,Yes
CUST-4295,29.0,Male,Basic,59.2,36,8,Credit Card,1.0,22.4,Yes
CUST-4473,62.0,Male,Enterprise,163.55,21,9,Electronic Check,2.0,36.7,No
CUST-3388,35.0,Female,Premium,124.99,27,8,Mailed Check,1.0,9.2,Yes
CUST-4356,28.0,Male,Basic,52.22,32,1,Electronic Check,7.0,27.5,No
CUST-1673,42.0,Female,Basic,62.6,38,3,Electronic Check,,28.4,No
CUST-3417,37.0,Male,,113.2,38,7,Electronic Check,3.0,21.1,Yes
CUST-3293,32.0,Female,Basic,58.9,57,3,Electronic Check,7.0,19.0,No
CUST-2110,41.0,Female,Enterprise,144.89,53,3,Electronic Check,2.0,18.4,Yes
CUST-3084,60.0,Male,Enterprise,191.47,25,1,Bank Transfer,5.0,35.0,No
CUST-1592,56.0,Male,Enterprise,114.24,32,9,Credit Card,5.0,18.6,Yes
CUST-4226,18.0,Female,Basic,42.93,66,2,Mailed Check,4.0,7.8,No
CUST-4283,53.0,Female,Premium,73.36,26,1,Bank Transfer,8.0,20.6,No
CUST-4245,57.0,Male,Premium,105.88,8,3,Credit Card,4.0,16.3,Yes
CUST-1889,65.0,Male,Enterprise,158.95,3,8,Electronic Check,1.0,23.8,Yes
CUST-3243,32.0,Female,Premium,108.7,25,2,Mailed Check,4.0,25.6,Yes
CUST-2919,73.0,Female,Premium,100.51,8,0,Credit Card,9.0,28.6,No
CUST-2577,71.0,Female,Enterprise,127.86,29,2,Bank Transfer,,39.4,No
CUST-4223,22.0,Male,Enterprise,145.69,42,2,Electronic Check,,25.6,No
CUST-2715,75.0,Female,Premium,81.11,50,3,Mailed Check,,15.2,No
CUST-1214,74.0,Male,Basic,36.03,36,3,Electronic Check,7.0,14.4,No
CUST-1779,65.0,Female,Basic,42.27,42,1,Bank Transfer,8.0,26.5,No
CUST-3875,49.0,Female,,170.18,42,3,Bank Transfer,1.0,34.1,Yes
CUST-2449,53.0,Female,Premium,105.31,29,3,Electronic Check,8.0,36.8,No
CUST-3186,37.0,Female,Basic,50.96,70,1,Mailed Check,6.0,38.2,No
CUST-1801,20.0,Male,Basic,54.37,3,1,Bank Transfer,9.0,35.1,Yes
CUST-3911,19.0,Female,Enterprise,161.17,53,2,Credit Card,9.0,21.5,No
CUST-4137,24.0,Male,Basic,52.34,42,3,Electronic Check,4.0,4.7,Yes
CUST-3757,47.0,Male,Premium,106.8,67,2,Electronic Check,6.0,28.1,No
CUST-2568,46.0,Female,Basic,56.79,29,4,Credit Card,1.0,25.2,Yes
CUST-3689,27.0,Male,Basic,47.04,24,2,Credit Card,8.0,37.7,No
CUST-4134,45.0,Female,Basic,43.03,6,1,Electronic Check,6.0,27.2,No
CUST-2519,47.0,Female,Basic,59.21,14,3,Credit Card,,33.8,No
CUST-3246,31.0,Female,Basic,58.45,36,0,Credit Card,9.0,39.5,No
CUST-4191,59.0,Male,Basic,59.28,10,2,Bank Transfer,7.0,10.5,Yes
CUST-2344,64.0,Male,Basic,40.2,40,5,Electronic Check,2.0,29.1,Yes
CUST-1274,73.0,Female,Basic,64.81,64,0,Electronic Check,10.0,5.8,No
CUST-1072,31.0,Female,Premium,102.99,60,2,Bank Transfer,4.0,13.8,Yes
CUST-1721,48.0,Female,Enterprise,153.98,33,3,Mailed Check,10.0,25.3,No
CUST-2741,71.0,Female,Enterprise,158.53,33,6,Bank Transfer,1.0,15.5,Yes
CUST-2088,64.0,Female,Basic,50.9,68,1,Credit Card,10.0,27.4,No
CUST-1395,71.0,Female,Basic,47.51,7,3,Credit Card,1.0,11.9,Yes
CUST-1584,69.0,Female,Enterprise,163.65,60,2,Bank Transfer,1.0,16.0,Yes
CUST-4420,44.0,Female,Premium,106.6,35,2,Credit Card,6.0,40.4,No
CUST-3376,53.0,Male,Premium,86.7,28,7,Mailed Check,5.0,20.3,Yes
CUST-3383,49.0,Female,Premium,,48,3,Bank Transfer,5.0,18.6,No
CUST-1501,39.0,Female,Basic,54.36,33,5,Credit Card,2.0,17.0,Yes
CUST-3397,27.0,Male,Enterprise,176.36,18,3,Bank Transfer,3.0,16.5,Yes
CUST-3620,48.0,Female,Enterprise,124.6,18,1,Bank Transfer,8.0,6.9,No
CUST-2449,53.0,Female,Premium,105.31,29,3,Electronic Check,8.0,36.8,No
CUST-4228,54.0,Female,Premium,102.45,58,5,Bank Transfer,5.0,22.4,No
CUST-3568,64.0,Male,Basic,48.37,27,2,Bank Transfer,6.0,31.3,No
CUST-3109,62.0,Female,Premium,81.19,31,3,Bank Transfer,3.0,40.6,Yes
CUST-2764,57.0,Female,Enterprise,156.99,12,1,Mailed Check,10.0,37.3,No
CUST-2260,37.0,Male,Basic,51.07,46,4,Bank Transfer,8.0,33.9,No
CUST-3148,29.0,Male,Enterprise,154.97,6,0,Electronic Check,8.0,26.1,No
CUST-3233,24.0,Male,Enterprise,137.82,2,4,Bank Transfer,4.0,23.3,Yes
CUST-1206,28.0,Female,Enterprise,141.52,66,0,Bank Transfer,10.0,26.4,No
CUST-1734,53.0,Female,Basic,59.57,68,3,Electronic Check,8.0,44.4,No
CUST-2177,50.0,Female,Premium,78.58,62,5,Electronic Check,4.0,16.5,Yes
CUST-1527,69.0,Male,Premium,70.0,54,1,Bank Transfer,1.0,8.9,Yes
CUST-3772,30.0,Male,Enterprise,149.13,48,3,Electronic Check,2.0,12.4,Yes
CUST-3563,46.0,Male,Enterprise,125.6,41,0,Credit Card,9.0,46.2,No
CUST-1899,42.0,Male,Enterprise,129.58,24,1,Bank Transfer,7.0,31.7,No
CUST-1378,25.0,Male,Enterprise,145.88,58,5,Bank Transfer,3.0,43.7,Yes
CUST-2560,51.0,Female,Basic,61.64,32,5,Mailed Check,1.0,29.0,Yes
CUST-3226,70.0,Male,Basic,46.58,65,0,Electronic Check,9.0,34.4,No
CUST-4156,30.0,Female,Enterprise,124.83,29,1,Credit Card,,19.5,No
CUST-3019,22.0,Male,Basic,31.2,10,3,Electronic Check,4.0,23.9,Yes
CUST-1387,72.0,Female,Premium,70.0,59,2,Mailed Check,6.0,24.5,No
CUST-1199,23.0,Male,Premium,108.89,21,6,Credit Card,2.0,1.8,Yes
CUST-4456,27.0,Male,Premium,101.21,69,1,Electronic Check,5.0,17.2,No
CUST-2710,62.0,Female,Basic,53.23,67,0,Electronic Check,7.0,34.1,No
CUST-2051,42.0,Female,Basic,63.39,71,0,Mailed Check,10.0,33.3,No
CUST-1591,38.0,Female,Enterprise,182.07,27,2,Bank Transfer,6.0,21.7,No
CUST-1520,49.0,Female,Basic,40.77,72,0,Mailed Check,10.0,27.5,No
CUST-4242,22.0,Male,Enterprise,148.25,52,3,Credit Card,5.0,23.9,No
CUST-2629,72.0,Female,Enterprise,129.45,3,2,Credit Card,7.0,31.3,No
CUST-3856,52.0,Female,Enterprise,177.08,20,2,Electronic Check,5.0,15.7,Yes
CUST-3406,66.0,Female,Basic,45.61,23,6,Bank Transfer,3.0,27.1,Yes
CUST-1430,50.0,Female,Basic,44.73,52,1,Mailed Check,2.0,10.9,Yes
CUST-2084,74.0,Male,Premium,91.92,64,6,Electronic Check,1.0,37.6,Yes
CUST-3085,70.0,Female,Enterprise,133.83,45,1,Credit Card,9.0,18.2,Yes
CUST-2867,73.0,Male,Premium,111.77,1,3,Credit Card,4.0,40.3,Yes
CUST-1208,72.0,Male,Basic,40.01,66,1,Mailed Check,6.0,18.7,Yes
CUST-1492,49.0,Female,Basic,40.62,43,8,Electronic Check,1.0,12.1,Yes
CUST-4073,49.0,Male,Enterprise,123.04,70,2,Bank Transfer,6.0,27.9,No
CUST-2810,42.0,Male,Basic,30.82,21,1,Bank Transfer,9.0,26.0,No
CUST-2964,51.0,Male,Premium,97.98,53,0,Bank Transfer,,38.9,No
CUST-4431,75.0,Female,Premium,102.19,46,0,Mailed Check,10.0,36.5,No
CUST-1793,61.0,Female,Premium,97.77,28,1,Bank Transfer,9.0,31.4,Yes
CUST-3926,53.0,Female,Premium,104.89,33,8,Electronic Check,1.0,24.3,Yes
CUST-2187,28.0,Female,Basic,44.52,20,4,Mailed Check,6.0,25.0,Yes
CUST-2186,47.0,Female,Basic,46.04,59,2,Mailed Check,7.0,22.5,No
CUST-2551,46.0,Female,Enterprise,140.0,44,1,Bank Transfer,8.0,32.0,No
CUST-3273,48.0,Male,Basic,60.48,71,1,Credit Card,7.0,20.8,No
CUST-4293,38.0,Male,Premium,115.39,31,6,Credit Card,2.0,32.5,Yes
CUST-3629,19.0,Male,Basic,43.68,65,2,Mailed Check,3.0,39.0,No
CUST-2531,33.0,Female,Basic,62.92,62,3,Credit Card,2.0,26.9,Yes
CUST-2411,30.0,Female,Premium,93.99,18,2,Electronic Check,5.0,17.4,No
CUST-2477,24.0,Male,Premium,,72,1,Electronic Check,7.0,31.1,No
CUST-3806,74.0,Female,Basic,58.43,3,2,Electronic Check,6.0,23.9,Yes
CUST-2798,25.0,Female,Basic,50.7,21,2,Bank Transfer,3.0,23.7,Yes
CUST-1084,46.0,Female,Enterprise,159.19,50,2,Bank Transfer,4.0,29.8,No
CUST-3782,21.0,Female,Basic,39.38,55,8,Credit Card,3.0,42.8,Yes
CUST-3623,70.0,Female,Basic,43.56,49,4,Mailed Check,1.0,1.0,Yes
CUST-1021,70.0,Female,Premium,79.7,8,0,Credit Card,8.0,15.8,Yes
CUST-3967,35.0,Female,Premium,77.34,38,1,Credit Card,10.0,26.8,No
CUST-2628,40.0,Female,Basic,57.27,4,5,Bank Transfer,2.0,17.1,Yes
CUST-3092,31.0,Female,Enterprise,119.21,1,3,Mailed Check,4.0,24.7,Yes
CUST-3118,49.0,Male,Basic,56.16,14,4,Credit Card,3.0,1.0,Yes
CUST-2406,43.0,Female,Enterprise,147.7,8,5,Credit Card,2.0,32.6,Yes
CUST-3352,33.0,Female,Enterprise,140.81,55,3,Credit Card,7.0,29.6,No
CUST-2731,53.0,Male,Enterprise,133.07,71,1,Electronic Check,10.0,3.6,No
CUST-2563,72.0,Male,Basic,36.62,29,3,Credit Card,4.0,20.8,Yes
CUST-3167,63.0,Male,Enterprise,170.79,47,2,Mailed Check,9.0,49.1,No
CUST-4169,52.0,Female,Basic,56.45,61,1,Bank Transfer,8.0,40.7,No
CUST-3351,37.0,Female,Basic,43.87,3,6,Credit Card,1.0,18.1,Yes
CUST-1974,29.0,Male,Basic,47.47,7,5,Mailed Check,1.0,18.4,Yes
CUST-2711,34.0,Male,Premium,97.0,59,0,Credit Card,6.0,23.3,No
CUST-4287,58.0,Female,Premium,111.14,22,2,Electronic Check,2.0,17.9,Yes
CUST-3313,69.0,Male,Enterprise,145.33,9,0,Credit Card,8.0,29.8,No
CUST-1884,50.0,Female,Premium,100.47,48,2,Credit Card,6.0,31.1,No
CUST-2099,52.0,Male,Premium,82.12,47,3,Bank Transfer,2.0,34.5,Yes
CUST-1157,31.0,Male,Enterprise,156.32,8,0,Credit Card,10.0,24.8,No
CUST-3867,56.0,Male,Enterprise,144.08,66,7,Credit Card,5.0,27.7,No
CUST-1887,30.0,Female,Basic,43.48,6,2,Mailed Check,5.0,21.6,Yes
CUST-3934,33.0,Female,Premium,124.39,23,6,Bank Transfer,4.0,20.3,Yes
CUST-3141,43.0,Female,Basic,46.15,42,2,Bank Transfer,9.0,12.9,No
CUST-2513,57.0,Female,Basic,41.39,66,1,Credit Card,10.0,20.8,No
CUST-4012,59.0,Male,Premium,100.82,32,1,Credit Card,7.0,31.7,No
CUST-3929,46.0,Female,Premium,105.72,36,1,Mailed Check,5.0,23.0,No
CUST-4246,75.0,Male,Premium,76.56,10,1,Bank Transfer,10.0,40.7,No
CUST-3285,68.0,Male,Enterprise,181.39,24,6,Electronic Check,2.0,11.9,Yes
CUST-1738,74.0,Female,Premium,89.1,69,2,Bank Transfer,6.0,24.6,No
CUST-2454,71.0,Female,Enterprise,157.75,61,5,Credit Card,5.0,23.5,No
CUST-2506,37.0,Female,Enterprise,153.73,18,1,Electronic Check,10.0,38.1,No
CUST-3169,46.0,Female,Enterprise,150.38,62,2,Bank Transfer,8.0,26.3,No
CUST-4119,34.0,Male,Basic,57.76,38,3,Credit Card,7.0,33.6,No
CUST-1459,50.0,Male,Premium,105.42,31,3,Credit Card,3.0,31.9,Yes
CUST-3324,32.0,Female,Enterprise,190.1,18,2,Credit Card,3.0,20.9,Yes
CUST-1079,23.0,Female,Premium,,33,0,Credit Card,6.0,39.1,No
CUST-4433,29.0,Male,Basic,47.29,2,2,Bank Transfer,5.0,38.6,Yes
CUST-3454,40.0,Male,Premium,103.4,18,2,Credit Card,4.0,18.5,Yes
CUST-2057,49.0,Female,Premium,,10,0,Credit Card,9.0,26.8,No
CUST-1907,72.0,Female,Premium,116.11,61,0,Credit Card,10.0,32.5,No
CUST-3124,46.0,Female,Basic,42.14,26,1,Electronic Check,2.0,33.7,Yes
CUST-3611,29.0,Male,Basic,57.31,44,4,Credit Card,4.0,14.8,Yes
CUST-3399,52.0,Female,Premium,128.21,42,1,Credit Card,6.0,36.6,No
CUST-1381,34.0,Female,Premium,103.72,27,6,Mailed Check,4.0,28.4,Yes
CUST-1948,,Male,Basic,32.71,63,7,Electronic Check,3.0,25.2,Yes
CUST-3217,32.0,Female,Basic,69.54,29,4,Credit Card,5.0,22.9,Yes
CUST-3370,62.0,Male,Basic,70.77,67,5,Bank Transfer,4.0,16.4,Yes
CUST-3808,25.0,Female,Basic,60.4,59,2,Bank Transfer,5.0,22.7,No
CUST-1716,29.0,Female,Basic,45.74,27,3,Bank Transfer,4.0,13.4,Yes
CUST-3359,,Male,Basic,61.62,50,1,Mailed Check,4.0,15.1,No
CUST-1687,66.0,Male,Premium,90.68,37,7,Bank Transfer,2.0,36.4,Yes
CUST-4016,52.0,Male,Premium,89.92,6,5,Bank Transfer,3.0,26.0,Yes
CUST-2294,,Male,Basic,60.93,2,2,Credit Card,9.0,32.6,No
CUST-1306,35.0,Female,Basic,48.13,6,4,Credit Card,4.0,42.4,Yes
CUST-1210,42.0,Female,Premium,99.72,27,6,Credit Card,1.0,31.5,Yes
CUST-2144,34.0,Female,Premium,110.24,33,9,Electronic Check,1.0,33.6,Yes
CUST-4072,49.0,Female,Premium,78.14,18,1,Credit Card,9.0,19.6,No
CUST-2971,73.0,Female,Premium,92.84,18,0,Mailed Check,9.0,37.3,No
CUST-3675,42.0,Male,Basic,47.95,13,0,Credit Card,9.0,23.8,No
CUST-1886,37.0,Female,Premium,75.45,68,1,Electronic Check,6.0,23.9,No
CUST-3164,40.0,Male,Enterprise,145.88,9,8,Bank Transfer,4.0,16.2,Yes
CUST-1918,43.0,Male,Enterprise,166.63,40,1,Mailed Check,7.0,31.7,Yes
CUST-3647,63.0,Male,Premium,108.3,48,5,Electronic Check,2.0,36.9,Yes
CUST-3184,64.0,Female,Basic,61.8,54,0,Bank Transfer,10.0,38.2,Yes
CUST-1192,39.0,Female,Premium,99.58,63,1,Mailed Check,6.0,19.1,No
CUST-4330,63.0,Female,Enterprise,153.89,64,6,Credit Card,6.0,27.3,Yes
CUST-3402,32.0,Male,Premium,91.02,28,1,Electronic Check,1.0,28.7,Yes
CUST-2266,28.0,Male,Enterprise,182.93,70,3,Credit Card,1.0,24.1,Yes
CUST-1484,31.0,Male,Enterprise,133.44,42,6,Bank Transfer,2.0,29.6,No
CUST-3660,18.0,Female,Basic,46.75,24,1,Bank Transfer,8.0,19.5,No
CUST-1916,28.0,Female,Premium,105.44,23,5,Electronic Check,3.0,31.2,Yes
CUST-4057,58.0,Male,Premium,93.38,56,3,Credit Card,2.0,17.4,Yes
CUST-1278,22.0,Female,Enterprise,163.53,16,3,Credit Card,6.0,22.3,Yes
CUST-1989,31.0,Female,Premium,75.01,49,6,Credit Card,2.0,21.6,Yes
CUST-3032,65.0,Male,Basic,63.01,8,2,Credit Card,8.0,40.2,No
CUST-2246,20.0,Male,Premium,109.73,39,1,Bank Transfer,7.0,35.3,No
CUST-3160,49.0,Male,Basic,32.4,46,4,Electronic Check,3.0,30.5,Yes
CUST-1572,68.0,Male,Premium,84.27,9,3,Electronic Check,1.0,32.4,Yes
CUST-2436,46.0,Male,Premium,108.87,23,0,Credit Card,9.0,15.4,No
CUST-3390,39.0,Male,Premium,93.64,56,4,Credit Card,6.0,22.9,No
CUST-1994,55.0,Female,Basic,39.18,43,1,Credit Card,7.0,24.3,No
CUST-2962,27.0,Female,Basic,59.23,68,6,Electronic Check,3.0,35.4,Yes
CUST-2957,71.0,Female,Basic,49.75,45,6,Credit Card,2.0,37.6,Yes
CUST-1586,29.0,Female,Basic,52.75,46,2,Mailed Check,4.0,31.2,No
CUST-4463,38.0,Female,Basic,64.3,68,3,Credit Card,10.0,44.5,No
CUST-1414,45.0,Male,Premium,107.61,29,0,Mailed Check,10.0,15.6,No
CUST-4281,20.0,Male,Premium,79.11,24,0,Mailed Check,7.0,46.6,No
CUST-2350,44.0,Male,Premium,111.31,53,0,Electronic Check,10.0,29.1,No
CUST-2008,50.0,Male,Premium,116.87,57,0,Mailed Check,10.0,29.2,No
CUST-1675,74.0,Female,Enterprise,171.64,17,4,Credit Card,3.0,30.9,Yes
CUST-4145,71.0,Male,Enterprise,153.04,57,4,Bank Transfer,,19.5,Yes
CUST-1856,,Male,Basic,51.12,52,1,Bank Transfer,8.0,28.1,No
CUST-1448,49.0,Male,Enterprise,172.33,64,1,Credit Card,4.0,34.9,No
CUST-2986,67.0,Female,Premium,92.41,35,0,Electronic Check,9.0,31.8,No
CUST-1866,70.0,Female,Premium,108.48,68,2,Credit Card,4.0,24.2,No
CUST-3555,37.0,Female,Enterprise,121.01,54,2,Credit Card,8.0,29.7,No
CUST-3663,24.0,Female,Basic,51.6,25,3,Mailed Check,7.0,22.2,No
CUST-4147,32.0,Male,Enterprise,110.0,59,8,Credit Card,3.0,26.2,Yes
CUST-3803,27.0,Female,Premium,90.65,57,4,Bank Transfer,6.0,27.7,No
CUST-3219,33.0,Female,Basic,39.11,46,5,Bank Transfer,3.0,29.4,Yes
CUST-2988,34.0,Male,Basic,42.47,26,7,Credit Card,1.0,28.1,No
CUST-4143,44.0,Female,Basic,48.44,26,3,Credit Card,4.0,18.5,Yes
CUST-3921,69.0,Female,Enterprise,139.32,32,0,Credit Card,9.0,29.2,No
CUST-2248,23.0,Male,Premium,98.78,48,5,Credit Card,2.0,47.0,Yes
CUST-1295,43.0,Male,Basic,49.65,41,5,Mailed Check,5.0,21.0,Yes
CUST-2548,21.0,Female,Enterprise,147.91,62,2,Credit Card,10.0,31.9,No
CUST-1589,43.0,Female,Basic,61.95,42,3,Mailed Check,1.0,28.1,Yes
CUST-2742,39.0,Female,Basic,45.57,40,7,Mailed Check,1.0,21.7,Yes
CUST-2282,26.0,Female,Enterprise,126.71,47,6,Bank Transfer,1.0,31.2,Yes
CUST-3571,40.0,Female,Premium,111.45,10,3,Electronic Check,2.0,18.5,Yes
CUST-3284,39.0,Female,Premium,123.48,44,2,Electronic Check,1.0,23.8,Yes
CUST-2951,24.0,Male,Basic,36.64,58,2,Credit Card,7.0,21.3,No
CUST-3719,67.0,Male,Premium,91.62,34,0,Credit Card,7.0,18.7,No
CUST-4043,42.0,Male,Premium,70.0,22,7,Credit Card,1.0,35.5,Yes
CUST-4421,19.0,Male,Basic,58.42,24,5,Bank Transfer,2.0,47.4,Yes
CUST-3501,27.0,Female,Premium,119.18,28,0,Credit Card,9.0,33.6,No
CUST-3657,36.0,Female,Premium,113.49,62,2,Bank Transfer,6.0,22.5,No
CUST-2418,60.0,Male,Enterprise,133.03,57,2,Electronic Check,1.0,10.1,Yes
CUST-1426,63.0,Female,Enterprise,162.01,5,7,Credit Card,1.0,33.4,Yes
CUST-1535,73.0,Male,Enterprise,179.58,59,1,Mailed Check,9.0,44.3,No
CUST-2055,44.0,Female,Premium,85.55,62,1,Bank Transfer,9.0,22.5,No
CUST-3668,29.0,Female,Basic,36.58,31,1,Electronic Check,6.0,35.2,No
CUST-4370,69.0,Female,Premium,78.64,48,2,Electronic Check,6.0,29.7,No
CUST-2994,,Male,Enterprise,138.55,64,1,Mailed Check,10.0,16.9,No
CUST-2771,42.0,Female,Enterprise,127.09,60,5,Credit Card,2.0,17.1,Yes
CUST-1133,75.0,Male,Premium,98.03,45,2,Mailed Check,5.0,6.7,No
CUST-1007,38.0,Male,Basic,38.36,72,6,Bank Transfer,1.0,14.4,Yes
CUST-4133,44.0,Male,Basic,50.9,18,0,Credit Card,6.0,27.8,No
CUST-1422,54.0,Female,Basic,51.85,59,2,Credit Card,6.0,25.1,No
CUST-2691,29.0,Male,Enterprise,126.8,69,2,Electronic Check,6.0,34.5,No
CUST-4130,69.0,Male,Enterprise,184.73,69,6,Credit Card,2.0,21.9,Yes
CUST-3403,50.0,Male,Basic,58.78,40,0,Bank Transfer,7.0,12.3,No
CUST-2194,20.0,Female,Enterprise,141.67,5,1,Credit Card,5.0,23.5,Yes
CUST-2717,19.0,Female,Basic,46.49,72,5,Electronic Check,3.0,40.2,No
CUST-2369,30.0,Male,Premium,79.35,47,5,Credit Card,2.0,19.1,Yes
CUST-1557,42.0,Female,Enterprise,177.14,67,2,Electronic Check,5.0,16.7,No
CUST-3409,48.0,Female,Enterprise,140.92,13,1,Credit Card,8.0,24.5,Yes
CUST-3065,62.0,Female,Basic,45.78,45,4,Bank Transfer,5.0,29.8,No
CUST-4188,55.0,Male,Basic,35.95,29,1,Credit Card,4.0,23.2,Yes
CUST-4152,73.0,Male,Premium,73.51,44,1,Credit Card,6.0,38.4,No
CUST-4166,49.0,Female,Premium,109.14,36,0,Bank Transfer,10.0,16.6,No
CUST-1571,33.0,Male,Basic,55.74,36,4,Bank Transfer,4.0,16.9,Yes
CUST-1353,57.0,Female,Basic,51.21,48,6,Mailed Check,1.0,21.5,Yes
CUST-1092,48.0,Male,Premium,130.0,36,0,Credit Card,8.0,21.7,No
